complaint_id,timestamp,source,department,category,subcategory,complaint_text,sentiment_score,urgency_level,escalation_flag,resolved,duplicate_group_id,toxicity_score,anonymous,response_delay_hours
CMP-2E4BFE8D,2026-02-20 02:05:36,Email,EEE,Placement,Scheduling,placement drive and mid sem on same day??,0.3,4,false,true,PLACEMENT_INTERVIEW_CLASH_220,0.21,false,10
CMP-96EEB975,2026-02-20 02:56:56,Email,ME,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.27,5,true,false,MESS_FOOD_POISONING_139,0.25,false,
CMP-16071540,2026-02-20 03:11:55,WhatsApp,Common,Infrastructure,Network,The Wi-Fi in the main library has been down for three days now.,0.25,4,true,true,WIFI_OUTAGE_LIBRARY_105,0.12,true,5
CMP-778FFCBB,2026-02-20 03:14:27,WhatsApp,CSE,Hostel,Water,no drinking water on 3rd floor,0.14,4,false,true,HOSTEL_WATER_ISSUE_61,0.08,false,14
CMP-BCBCF089,2026-02-20 03:20:35,Email,ECE,Administration,Fees,refund not processed yet,0.3,4,false,false,FEE_ISSUE_38,0.21,false,
CMP-FCE1B9D2,2026-02-20 03:33:59,WhatsApp,ECE,Transport,Bus Delay,driver of bus 7 is very rude,0.18,4,false,true,TRANSPORT_BUS_DELAY_100,0.15,false,22
CMP-74AFA09D,2026-02-20 03:53:27,WhatsApp,CSE,Placement,Scheduling,Please reschedule the Infosys pre-placement talk.,0.39,4,true,false,PLACEMENT_INTERVIEW_CLASH_220,0.16,false,
CMP-BB1202E4,2026-02-20 04:41:46,Anonymous Report,CSE,Administration,Fees,extra charges in this semester fee structure?,0.12,3,false,false,FEE_ISSUE_38,0.18,false,
CMP-B00E4858,2026-02-20 04:48:31,Email,ME,Transport,Bus Delay,bus 4 fir late ayi,0.33,2,true,false,TRANSPORT_BUS_DELAY_122,0.0,false,
CMP-0E4C8626,2026-02-20 05:48:56,Anonymous Report,CSE,Placement,Scheduling,Please reschedule the Infosys pre-placement talk.,0.29,4,false,false,PLACEMENT_INTERVIEW_CLASH_220,0.01,true,
CMP-DF78DF8E,2026-02-20 06:46:36,WhatsApp,Common,Transport,Bus Delay,bus breakdown on highway again,0.3,3,false,true,TRANSPORT_BUS_DELAY_100,0.15,false,11
CMP-E5D76ED0,2026-02-20 06:50:29,Form,CSE,Placement,Scheduling,HR round postponed without notice,0.24,5,false,true,PLACEMENT_INTERVIEW_CLASH_220,0.02,true,38
CMP-7EE51157,2026-02-20 07:01:01,App,CSE,Harassment,Bullying,Seniors are ragging in the hostel block.,0.21,5,true,true,HARASSMENT_REPORT_221,0.69,false,32
CMP-08305E42,2026-02-20 07:11:08,Form,ME,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.35,3,true,true,TRANSPORT_BUS_DELAY_122,0.12,false,43
CMP-42E2B99A,2026-02-20 07:24:51,Email,ME,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.24,5,false,true,MESS_FOOD_POISONING_139,0.23,true,47
CMP-0908FC16,2026-02-20 07:53:45,WhatsApp,ECE,Hostel,Water,"Block B geysers are not working, we need hot water.",0.39,3,false,false,HOSTEL_WATER_ISSUE_177,0.1,false,
CMP-9BEF79C4,2026-02-20 08:10:08,Email,ECE,Administration,Fees,"fee portal is down, last date tomorrow",0.26,4,true,false,FEE_ISSUE_198,0.28,false,
CMP-B5E5969F,2026-02-20 08:17:29,Form,CSE,Hostel,Water,There is no hot water in Block B hostels since yesterday.,0.35,4,true,true,HOSTEL_WATER_ISSUE_177,0.17,false,1
CMP-27DD205D,2026-02-20 08:23:27,Email,CSE,Hostel,Food Hygiene,"mess ka khana bahut kharab hai, log beemar pad rahe hain",0.27,5,false,true,MESS_FOOD_POISONING_189,0.02,false,12
CMP-FB2C491D,2026-02-20 08:28:17,WhatsApp,CSE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.22,4,true,true,MESS_FOOD_POISONING_189,0.15,false,26
CMP-1956892E,2026-02-20 08:45:12,Form,CE,Infrastructure,Network,library me net nahi chal raha kab thik hoga,0.19,5,true,true,WIFI_OUTAGE_LIBRARY_105,0.15,false,33
CMP-ABCF1755,2026-02-20 09:34:37,WhatsApp,CSE,Transport,Bus Delay,bus breakdown on highway again,0.27,2,true,true,TRANSPORT_BUS_DELAY_122,0.09,false,12
CMP-6434D724,2026-02-20 09:36:27,Form,ECE,Transport,Bus Delay,bus breakdown on highway again,0.32,4,false,true,TRANSPORT_BUS_DELAY_122,0.27,false,4
CMP-1D3056CA,2026-02-20 09:37:10,Email,CSE,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.35,5,true,true,MESS_FOOD_POISONING_189,0.22,false,17
CMP-5A48D110,2026-02-20 09:59:12,Email,CSE,Hostel,Water,pani nahi aa raha subah see,0.38,3,true,true,HOSTEL_WATER_ISSUE_177,0.18,false,11
CMP-F22FFA19,2026-02-20 10:48:22,Form,Common,Harassment,Bullying,Please take action against ragging in boys hostel,0.31,5,true,false,HARASSMENT_REPORT_221,0.89,false,
CMP-21C92A08,2026-02-20 10:49:33,Email,CSE,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.24,4,true,false,MESS_FOOD_POISONING_139,0.01,false,
CMP-3FB75E3B,2026-02-20 10:58:10,Form,EEE,Placement,Scheduling,TCS interview clashes with my final exam.,0.33,4,false,true,PLACEMENT_INTERVIEW_CLASH_220,0.08,false,44
CMP-42168A69,2026-02-20 11:24:10,Email,MBA,Infrastructure,Network,No internet connection in the library again.,0.14,5,false,true,WIFI_OUTAGE_LIBRARY_105,0.05,true,11
CMP-3E12B9F4,2026-02-20 11:27:40,WhatsApp,Common,Administration,Fees,refund not processed yet,0.27,3,false,false,FEE_ISSUE_198,0.19,false,
CMP-B491EB9D,2026-02-20 11:55:27,App,CSE,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.16,5,true,true,MESS_FOOD_POISONING_139,0.01,false,42
CMP-8B57CF69,2026-02-20 12:45:14,Email,ME,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.38,5,true,false,MESS_FOOD_POISONING_189,0.15,false,
CMP-97C761C6,2026-02-20 13:52:40,Anonymous Report,CSE,Transport,Bus Delay,We are waiting at the stop for 1 hour for the college bus.,0.12,2,false,true,TRANSPORT_BUS_DELAY_100,0.29,false,28
CMP-A988C3BC,2026-02-20 13:53:36,WhatsApp,CSE,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.27,5,true,true,MESS_FOOD_POISONING_189,0.05,false,29
CMP-A4581518,2026-02-20 14:32:09,App,CSE,Placement,Scheduling,placement cell is not responding to mails,0.38,5,false,false,PLACEMENT_INTERVIEW_CLASH_220,0.05,false,
CMP-DB149A23,2026-02-20 14:36:14,WhatsApp,ECE,Harassment,Bullying,Please take action against ragging in boys hostel,0.21,5,true,false,HARASSMENT_REPORT_221,0.76,false,
CMP-36E5F027,2026-02-20 14:39:36,Email,CSE,Hostel,Water,no drinking water on 3rd floor,0.37,3,false,true,HOSTEL_WATER_ISSUE_61,0.02,false,24
CMP-81878087,2026-02-20 15:20:26,Anonymous Report,CSE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.3,5,true,true,MESS_FOOD_POISONING_139,0.24,false,9
CMP-DDFDF3C0,2026-02-20 16:01:28,Form,ME,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.31,4,true,true,MESS_FOOD_POISONING_189,0.28,false,26
CMP-7587D55C,2026-02-20 16:04:04,Email,ECE,Transport,Bus Delay,driver of bus 7 is very rude,0.37,4,false,true,TRANSPORT_BUS_DELAY_100,0.18,false,47
CMP-43C841C9,2026-02-20 16:47:01,WhatsApp,ECE,Transport,Bus Delay,"trnsport facility is veery poor, bus never comes on time.",0.32,3,false,false,TRANSPORT_BUS_DELAY_100,0.02,true,
CMP-7655A745,2026-02-20 16:52:52,WhatsApp,CSE,Harassment,Bullying,Seniors are ragging in the hostel block.,0.23,5,true,false,HARASSMENT_REPORT_221,0.77,false,
CMP-5B8A2F83,2026-02-20 16:54:33,WhatsApp,ME,Transport,Bus Delay,bus 4 fir late ayi,0.14,2,false,true,TRANSPORT_BUS_DELAY_100,0.12,false,23
CMP-68E92A3C,2026-02-20 16:59:43,WhatsApp,ECE,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.16,4,true,true,MESS_FOOD_POISONING_189,0.2,false,17
CMP-7E32BDF6,2026-02-20 17:00:12,WhatsApp,CSE,Hostel,Water,"Block B geysers are not working, we need hot water.",0.15,4,false,true,HOSTEL_WATER_ISSUE_61,0.02,false,23
CMP-A964EF3B,2026-02-20 17:17:11,WhatsApp,CSE,Administration,Fees,refund not processed yet,0.12,4,false,true,FEE_ISSUE_38,0.12,false,32
CMP-F7B5C3E9,2026-02-20 17:49:40,WhatsApp,ECE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.17,3,false,true,TRANSPORT_BUS_DELAY_122,0.15,false,16
CMP-0430E4DF,2026-02-20 18:30:41,WhatsApp,CSE,Administration,Fees,"fee portal is down, last date tomorrow",0.16,3,true,false,FEE_ISSUE_38,0.24,false,
CMP-2879DB97,2026-02-20 19:35:03,Form,ME,Placement,Scheduling,TCS interview clashes with my final exam.,0.33,4,true,false,PLACEMENT_INTERVIEW_CLASH_220,0.06,false,
CMP-C36A20C0,2026-02-20 19:36:42,WhatsApp,CSE,Transport,Bus Delay,Bus route 4 is delayed by 45 minutes.,0.33,4,false,true,TRANSPORT_BUS_DELAY_122,0.09,false,42
CMP-8122AAE0,2026-02-20 19:40:02,Email,ME,Hostel,Water,wteer cooler in block c is dispensing dirty water.,0.12,3,false,false,HOSTEL_WATER_ISSUE_61,0.26,false,
CMP-4BDC3BC0,2026-02-20 19:44:43,WhatsApp,EEE,Administration,Fees,"fee portal is down, last date tomorrow",0.17,3,false,true,FEE_ISSUE_38,0.07,false,20
CMP-2168F8CC,2026-02-20 19:51:52,Form,ECE,Infrastructure,Network,wifi firse gaya 😭 library me,0.34,5,true,false,WIFI_OUTAGE_LIBRARY_105,0.3,false,
CMP-08D2B429,2026-02-20 20:20:18,Anonymous Report,CSE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.15,5,true,true,MESS_FOOD_POISONING_139,0.15,false,11
CMP-8C85840F,2026-02-20 20:22:38,App,ECE,Hostel,Water,no drinking water on 3rd floor,0.33,3,false,true,HOSTEL_WATER_ISSUE_61,0.26,false,27
CMP-F146DF50,2026-02-20 20:42:02,Form,ME,Placement,Scheduling,Interview slots are overlapping for multiple companies.,0.25,4,true,true,PLACEMENT_INTERVIEW_CLASH_220,0.2,true,5
CMP-B8F7F39F,2026-02-20 20:45:59,Email,CE,Hostel,Water,plumber not fixing the leaking tap in room 204,0.36,3,false,true,HOSTEL_WATER_ISSUE_61,0.09,true,27
CMP-B918444F,2026-02-20 20:46:42,Anonymous Report,CSE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.13,4,false,true,TRANSPORT_BUS_DELAY_122,0.12,false,15
CMP-ABDF85EB,2026-02-20 20:46:58,App,EEE,Hostel,Water,There is no hot water in Block B hostels since yesterday.,0.21,3,false,true,HOSTEL_WATER_ISSUE_177,0.12,false,16
CMP-43F0CED1,2026-02-20 21:06:21,Anonymous Report,CSE,Placement,Scheduling,Interview slots are overlapping for multiple companies.,0.29,4,true,true,PLACEMENT_INTERVIEW_CLASH_220,0.07,false,34
CMP-DF43371B,2026-02-20 21:35:11,Form,CSE,Transport,Bus Delay,We are waiting at the stop for 1 hour for the college bus.,0.17,3,false,true,TRANSPORT_BUS_DELAY_100,0.02,false,39
CMP-B44CF2CA,2026-02-20 21:41:51,Form,ME,Infrastructure,Network,library network outage since morning,0.33,4,false,false,WIFI_OUTAGE_LIBRARY_105,0.06,true,
CMP-03BFD769,2026-02-20 21:48:35,Form,CSE,Placement,Scheduling,Please reschedule the Infosys pre-placement talk.,0.4,4,true,true,PLACEMENT_INTERVIEW_CLASH_220,0.0,true,32
CMP-9338E3D4,2026-02-20 22:10:55,WhatsApp,Common,Hostel,Water,"Block B geysers are not working, we need hot water.",0.12,4,false,true,HOSTEL_WATER_ISSUE_177,0.16,false,20
CMP-EABFE6FA,2026-02-20 22:22:43,Form,Common,Administration,Fees,extra charges in this semester fee structure?,0.11,4,false,false,FEE_ISSUE_198,0.23,false,
CMP-F0ADC41C,2026-02-20 22:40:53,WhatsApp,CSE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.3,4,false,false,MESS_FOOD_POISONING_189,0.04,false,
CMP-801372FD,2026-02-20 22:50:24,Form,ECE,Infrastructure,Network,unblee to access internet in library,0.36,4,false,true,WIFI_OUTAGE_LIBRARY_105,0.1,false,38
CMP-3F828B31,2026-02-20 23:20:38,Anonymous Report,CSE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.4,4,true,true,MESS_FOOD_POISONING_189,0.06,false,6
CMP-3DF00EAB,2026-02-20 23:21:48,Anonymous Report,CSE,Harassment,Bullying,Please take action against ragging in boys hostel,0.37,5,true,false,HARASSMENT_REPORT_221,0.62,false,
CMP-01368DA0,2026-02-20 23:33:29,Email,MBA,Harassment,Bullying,Anonymous harassment on college group,0.39,5,true,false,HARASSMENT_REPORT_221,0.78,false,
CMP-38136B81,2026-02-21 00:17:34,Form,CSE,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.13,5,true,true,HARASSMENT_REPORT_221,0.74,true,35
CMP-B7D86581,2026-02-21 02:00:24,WhatsApp,CSE,Administration,Fees,Scholarship disbursement is delayed by 2 months.,0.27,3,true,true,FEE_ISSUE_38,0.28,false,16
CMP-7D18C8EF,2026-02-21 02:07:24,Email,CSE,Academic,Attendance,My attendance was marked absent even though I was present.,0.28,2,false,false,FACULTY_ATTENDANCE_35,0.19,false,
CMP-B064CDE7,2026-02-21 02:49:25,Anonymous Report,CSE,Administration,Fees,Scholarship disbursement is delayed by 2 months.,0.12,4,false,false,FEE_ISSUE_38,0.27,true,
CMP-F7ABC70D,2026-02-21 03:22:16,WhatsApp,ECE,Harassment,Bullying,Seniors are ragging in the hostel block.,0.13,5,true,true,HARASSMENT_REPORT_221,0.72,true,2
CMP-5AD99099,2026-02-21 03:25:19,Email,Common,Administration,Fees,Scholarship disbursement is delayed by 2 months.,0.38,4,true,false,FEE_ISSUE_38,0.18,false,
CMP-2795C352,2026-02-21 03:34:08,Form,EEE,Administration,Fees,extra charges in this semester fee structure?,0.25,3,false,true,FEE_ISSUE_38,0.04,false,16
CMP-0934D5F9,2026-02-21 03:38:17,WhatsApp,ME,Administration,Fees,"fee portal is down, last date tomorrow",0.31,4,false,false,FEE_ISSUE_38,0.27,false,
CMP-A86D6BC7,2026-02-21 05:41:10,Anonymous Report,CSE,Harassment,Bullying,Anonymous harassment on college group,0.37,5,true,true,HARASSMENT_REPORT_221,0.61,false,43
CMP-6859B097,2026-02-21 06:48:52,WhatsApp,CSE,Administration,Fees,extra charges in this semester fee structure?,0.35,3,false,true,FEE_ISSUE_38,0.14,false,42
CMP-7BB070CA,2026-02-21 07:07:42,Email,ECE,Administration,Fees,"fee portal is down, last date tomorrow",0.32,4,false,false,FEE_ISSUE_198,0.07,false,
CMP-6B64BFF9,2026-02-21 08:20:56,WhatsApp,ECE,Academic,Attendance,My attendance was marked absent even though I was present.,0.13,3,false,true,FACULTY_ATTENDANCE_35,0.21,false,10
CMP-FE1DD790,2026-02-21 08:47:31,Email,ECE,Administration,Fees,extra charges in this semester fee structure?,0.23,4,false,false,FEE_ISSUE_198,0.2,true,
CMP-733A57C5,2026-02-21 08:52:32,WhatsApp,Common,Transport,Bus Delay,bus breekdown on highway again,0.25,3,false,false,TRANSPORT_BUS_DELAY_122,0.27,false,
CMP-6827FC6E,2026-02-21 11:15:35,WhatsApp,CE,Transport,Bus Delay,driver of bus 7 is very rude,0.29,3,true,false,TRANSPORT_BUS_DELAY_100,0.23,false,
CMP-C32EA209,2026-02-21 12:08:08,Email,ECE,Academic,Attendance,My attendance was marked absent even though I was present.,0.36,2,false,true,FACULTY_ATTENDANCE_35,0.01,false,14
CMP-85C6574B,2026-02-21 12:39:38,Anonymous Report,Common,Administration,Fees,extra charges in this semester fee structure?,0.33,4,false,false,FEE_ISSUE_198,0.01,true,
CMP-C3D35F69,2026-02-21 13:44:48,Form,ME,Transport,Bus Delay,Bus route 4 is delayed by 45 minutes.,0.33,4,false,true,TRANSPORT_BUS_DELAY_100,0.29,false,18
CMP-3FB6AFA5,2026-02-21 14:06:44,Form,ECE,Transport,Bus Delay,Bus route 4 is delayed by 45 minutes.,0.28,4,false,false,TRANSPORT_BUS_DELAY_100,0.25,false,
CMP-1D22EF35,2026-02-21 14:25:16,Form,CE,Harassment,Bullying,Anonymous harassment on college group,0.3,5,true,false,HARASSMENT_REPORT_221,0.77,true,
CMP-E0D27B30,2026-02-21 14:48:17,Anonymous Report,CE,Administration,Fees,refund not processed yet,0.34,3,false,true,FEE_ISSUE_198,0.24,false,18
CMP-DA5D425F,2026-02-21 17:11:52,Form,ECE,Transport,Bus Delay,bus breakdown on highway again,0.25,3,true,false,TRANSPORT_BUS_DELAY_122,0.08,false,
CMP-4C70C21A,2026-02-21 17:20:21,WhatsApp,ECE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.36,3,false,false,TRANSPORT_BUS_DELAY_122,0.17,false,
CMP-8F6019F1,2026-02-21 17:51:18,Email,CSE,Transport,Bus Delay,driver of bus 7 is very rude,0.29,3,false,false,TRANSPORT_BUS_DELAY_122,0.22,false,
CMP-7E1A3975,2026-02-21 18:06:22,Anonymous Report,ECE,Transport,Bus Delay,bus 4 fir late ayi,0.35,3,false,true,TRANSPORT_BUS_DELAY_100,0.07,false,3
CMP-9B7D2993,2026-02-21 18:15:41,WhatsApp,CE,Administration,Fees,refund not processed yet,0.34,3,false,false,FEE_ISSUE_38,0.17,true,
CMP-A8FA9334,2026-02-21 20:42:26,WhatsApp,CSE,Academic,Attendance,attendance issue in DBMS class,0.26,2,false,true,FACULTY_ATTENDANCE_35,0.11,false,48
CMP-0535E80B,2026-02-21 21:05:13,Email,ME,Administration,Fees,"fee portal is down, last date tomorrow",0.36,4,false,true,FEE_ISSUE_198,0.09,false,25
CMP-91816662,2026-02-21 21:10:28,Form,CE,Academic,Attendance,profeessor missed the lst three lectures without prior notice.,0.23,2,false,false,FACULTY_ATTENDANCE_35,0.07,false,
CMP-1791A757,2026-02-21 21:42:48,WhatsApp,ME,Transport,Bus Delay,bus breakdown on highway again,0.13,2,false,true,TRANSPORT_BUS_DELAY_122,0.23,false,17
CMP-516C9EE4,2026-02-21 22:31:43,WhatsApp,ECE,Transport,Bus Delay,We are waiting at the stop for 1 hour for the college bus.,0.16,3,false,true,TRANSPORT_BUS_DELAY_100,0.28,false,1
CMP-3E45CA74,2026-02-21 22:31:46,Form,CSE,Transport,Bus Delay,We are waiting at the stop for 1 hour for the college bus.,0.34,3,false,false,TRANSPORT_BUS_DELAY_122,0.25,true,
CMP-FBF0C2E0,2026-02-21 23:18:38,App,CSE,Administration,Fees,"fee portal is down, last date tomorrow",0.29,4,false,true,FEE_ISSUE_38,0.09,true,10
CMP-C4E50FCB,2026-02-22 00:11:11,Email,ECE,Hostel,Food Hygiene,meess food is unhygienic nd causing health issues,0.34,4,true,true,MESS_FOOD_POISONING_124,0.21,false,46
CMP-4E5D31B0,2026-02-22 03:27:34,WhatsApp,CSE,Academic,Attendance,Prof hasn't shown up for classes this whole week.,0.1,2,true,true,FACULTY_ATTENDANCE_80,0.15,false,27
CMP-F78CA040,2026-02-22 04:07:41,Email,Common,Academic,Attendance,teacher not coming but taking attendance online??,0.4,3,false,false,FACULTY_ATTENDANCE_35,0.18,true,
CMP-F44E2FF9,2026-02-22 04:38:58,Anonymous Report,Common,Academic,Attendance,Professor missed the last three lectures without prior notice.,0.33,2,false,true,FACULTY_ATTENDANCE_35,0.1,false,35
CMP-46766F63,2026-02-22 05:36:36,Email,EEE,Academic,Attendance,My attendance was marked absent even though I was present.,0.16,2,false,true,FACULTY_ATTENDANCE_35,0.3,true,33
CMP-CDA95740,2026-02-22 06:11:30,WhatsApp,ME,Academic,Attendance,Professor missed the last three lectures without prior notice.,0.29,2,true,true,FACULTY_ATTENDANCE_35,0.12,false,22
CMP-794B4968,2026-02-22 06:21:24,Form,CSE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.36,5,true,true,MESS_FOOD_POISONING_124,0.16,true,42
CMP-C2D20865,2026-02-22 09:09:02,Form,CSE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.33,4,true,false,MESS_FOOD_POISONING_124,0.22,true,
CMP-69F05628,2026-02-22 09:18:52,WhatsApp,ME,Infrastructure,Network,library network outage since morning,0.36,4,false,true,WIFI_OUTAGE_LIBRARY_47,0.07,false,24
CMP-5ED4AE02,2026-02-22 09:21:24,WhatsApp,MBA,Academic,Attendance,teacher not coming but taking attendance online??,0.2,3,false,true,FACULTY_ATTENDANCE_80,0.29,false,48
CMP-6D955626,2026-02-22 09:22:42,Email,CSE,Infrastructure,Network,library wifi is completely dead. Please fix it ASAP.,0.32,3,true,true,WIFI_OUTAGE_LIBRARY_47,0.07,true,46
CMP-93A9657E,2026-02-22 10:11:24,WhatsApp,CSE,Academic,Attendance,attendance portal is showing wrong data for CS101,0.21,3,false,false,FACULTY_ATTENDANCE_35,0.17,false,
CMP-5C29B2EA,2026-02-22 10:39:01,App,CE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.13,4,true,true,MESS_FOOD_POISONING_124,0.01,false,16
CMP-F7442C5C,2026-02-22 11:27:41,Form,ECE,Academic,Attendance,Prof hasn't shown up for classes this whole week.,0.27,2,false,true,FACULTY_ATTENDANCE_80,0.07,false,2
CMP-684AFBFA,2026-02-22 12:32:14,WhatsApp,ECE,Academic,Attendance,my tteendance was marked absent even though i was present.,0.23,2,false,false,FACULTY_ATTENDANCE_35,0.06,false,
CMP-EAF6F35D,2026-02-22 12:37:39,Email,CSE,Academic,Attendance,Faculty attendance policy bahut unfair hai.,0.33,2,false,true,FACULTY_ATTENDANCE_35,0.27,true,3
CMP-779D1231,2026-02-22 13:05:49,Anonymous Report,CSE,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.39,4,true,true,MESS_FOOD_POISONING_124,0.09,false,31
CMP-CBAF1DBD,2026-02-22 14:10:14,WhatsApp,Common,Academic,Attendance,attendance issue in DBMS class,0.2,2,false,true,FACULTY_ATTENDANCE_80,0.26,false,33
CMP-69B78556,2026-02-22 14:42:15,WhatsApp,CSE,Infrastructure,Network,wifi firsee gya 😭 library me,0.31,4,false,true,WIFI_OUTAGE_LIBRARY_47,0.05,false,29
CMP-34EF7B2B,2026-02-22 15:55:18,Form,CE,Academic,Attendance,Prof hasn't shown up for classes this whole week.,0.17,2,false,true,FACULTY_ATTENDANCE_35,0.12,false,47
CMP-D7FA23C6,2026-02-22 16:04:07,WhatsApp,CSE,Academic,Attendance,My attendance was marked absent even though I was present.,0.24,3,false,true,FACULTY_ATTENDANCE_35,0.25,false,10
CMP-1099C5F9,2026-02-22 16:11:40,Email,CE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.17,4,true,true,MESS_FOOD_POISONING_124,0.3,false,4
CMP-0A0353FC,2026-02-22 16:34:07,Form,CSE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.21,5,true,true,MESS_FOOD_POISONING_124,0.17,false,31
CMP-7EBDF196,2026-02-22 17:28:05,Anonymous Report,ECE,Infrastructure,Network,library network outage since morning,0.36,4,true,true,WIFI_OUTAGE_LIBRARY_47,0.08,true,11
CMP-A60B46BB,2026-02-22 17:39:22,WhatsApp,CSE,Academic,Attendance,Faculty attendance policy bahut unfair hai.,0.37,2,false,true,FACULTY_ATTENDANCE_80,0.24,false,39
CMP-61CFCA0D,2026-02-22 20:37:23,WhatsApp,CSE,Academic,Attendance,attendance issue in DBMS class,0.39,3,false,true,FACULTY_ATTENDANCE_35,0.21,true,37
CMP-EEB670DC,2026-02-22 21:59:59,WhatsApp,ECE,Academic,Attendance,My attendance was marked absent even though I was present.,0.2,3,true,true,FACULTY_ATTENDANCE_35,0.02,false,15
CMP-56651CAD,2026-02-22 22:14:52,WhatsApp,ME,Academic,Attendance,Professor missed the last three lectures without prior notice.,0.24,2,false,true,FACULTY_ATTENDANCE_80,0.07,false,17
CMP-5986674A,2026-02-22 23:06:51,WhatsApp,CSE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.36,4,true,false,MESS_FOOD_POISONING_124,0.29,true,
CMP-7AA42D87,2026-02-23 01:27:57,Email,CSE,Academic,Attendance,My attendance was marked absent even though I was present.,0.31,2,false,false,FACULTY_ATTENDANCE_6,0.14,false,
CMP-9866D311,2026-02-23 02:15:12,WhatsApp,CSE,Academic,Attendance,teacher not coming but taking attendance online??,0.37,2,false,true,FACULTY_ATTENDANCE_80,0.12,false,9
CMP-AF05DAC4,2026-02-23 03:03:42,Email,CSE,Infrastructure,Network,library me net nahi chal raha kab thik hoga,0.31,3,false,true,WIFI_OUTAGE_LIBRARY_47,0.06,false,27
CMP-F61E4696,2026-02-23 03:38:56,Form,EEE,Infrastructure,Network,wifi firse gaya 😭 library me,0.12,4,false,true,WIFI_OUTAGE_LIBRARY_47,0.28,false,11
CMP-FEDE280A,2026-02-23 06:04:17,App,EEE,Infrastructure,Network,library wifi is completely dead. Please fix it ASAP.,0.18,5,false,false,WIFI_OUTAGE_LIBRARY_47,0.2,false,
CMP-EAA58D7C,2026-02-23 06:13:46,Email,ECE,Academic,Attendance,My attendance was marked absent even though I was present.,0.34,3,false,false,FACULTY_ATTENDANCE_80,0.01,false,
CMP-EF11618A,2026-02-23 07:08:27,App,CSE,Academic,Attendance,Professor missed the last three lectures without prior notice.,0.36,2,false,false,FACULTY_ATTENDANCE_80,0.04,false,
CMP-72F95349,2026-02-23 07:21:56,WhatsApp,ECE,Hostel,Food Hygiene,meess food is unhygienic nd causing health issues,0.15,5,true,false,MESS_FOOD_POISONING_124,0.26,false,
CMP-A9CD31C8,2026-02-23 07:39:03,Anonymous Report,CSE,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.34,4,true,true,MESS_FOOD_POISONING_124,0.07,false,29
CMP-1F4333D0,2026-02-23 08:07:57,WhatsApp,CE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.27,4,true,false,MESS_FOOD_POISONING_124,0.07,false,
CMP-1A4DC755,2026-02-23 09:24:41,WhatsApp,CSE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.15,5,true,true,MESS_FOOD_POISONING_124,0.07,false,47
CMP-E164F6A4,2026-02-23 12:01:03,WhatsApp,ECE,Academic,Attendance,Faculty attendance policy bahut unfair hai.,0.28,3,false,false,FACULTY_ATTENDANCE_80,0.28,true,
CMP-6729EAF8,2026-02-23 13:34:55,WhatsApp,ME,Academic,Attendance,My attendance was marked absent even though I was present.,0.33,2,true,false,FACULTY_ATTENDANCE_80,0.18,false,
CMP-F76E18C8,2026-02-23 14:18:37,App,MBA,Hostel,Food Hygiene,"mess ka khana bahut kharab hai, log beemar pad rahe hain",0.25,4,false,true,MESS_FOOD_POISONING_124,0.21,false,7
CMP-E4CBB127,2026-02-23 16:18:21,Email,CSE,Academic,Attendance,Prof hasn't shown up for classes this whole week.,0.13,3,false,true,FACULTY_ATTENDANCE_6,0.05,false,10
CMP-239496EC,2026-02-23 16:57:26,App,CSE,Infrastructure,Network,Unable to access internet in library,0.27,5,true,true,WIFI_OUTAGE_LIBRARY_47,0.28,false,16
